 10 4 -0.00006563   h2o sto-3g
d_ov 2 10 4
  -2.0850891596205031e+01   -2.0982237894900916e+01   -2.0850891596205031e+01
  -2.0982237894900916e+01   -1.8772853316367877e+00   -2.0086316303326699e+00
  -1.8772853316367877e+00   -2.0086316303326699e+00   -1.0633043689914086e+00
  -1.1946506676872910e+00   -1.0633043689914086e+00   -1.1946506676872910e+00
  -1.2235197443954724e+00   -1.3548660430913548e+00   -1.2235197443954724e+00
  -1.3548660430913548e+00   -9.9965977679758622e-01   -1.1310060754934685e+00
  -9.9965977679758622e-01   -1.1310060754934685e+00   -2.0850891596205031e+01
  -2.0982237894900916e+01   -2.0850891596205031e+01   -2.0982237894900916e+01
  -1.8772853316367877e+00   -2.0086316303326699e+00   -1.8772853316367877e+00
  -2.0086316303326699e+00   -1.0633043689914086e+00   -1.1946506676872910e+00
  -1.0633043689914086e+00   -1.1946506676872910e+00   -1.2235197443954724e+00
  -1.3548660430913548e+00   -1.2235197443954724e+00   -1.3548660430913548e+00
  -9.9965977679758622e-01   -1.1310060754934685e+00   -9.9965977679758622e-01
  -1.1310060754934685e+00 
f_ov 2 10 4
   2.8063489032614797e-15    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    1.7763568394002505e-15    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    1.0547118733938987e-15
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -1.1102230246251565e-15    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    2.8063489032614797e-15    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    1.7763568394002505e-15
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   1.0547118733938987e-15    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00   -1.1102230246251565e-15
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00 
i_ooov 4 10 10 10 4
  -1.3877787807814457e-16    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    2.7755575615628914e-17    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    1.4094628242311558e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    3.4694469519536142e-18    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -2.7261566188628172e-01    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    5.9812020545428647e-03
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.7182118555315630e-03    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00   -9.1805159907637802e-03
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    2.2095801543526875e-01
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -2.2702999090935094e-02    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -2.1480198091273422e-02    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   4.6741270551355161e-03    0.0000000000000000e+00    0.0000000000000000e+00
